NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
13	podborodok	kryz	4	čěnä		-ǯi		čan-ar	č				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	bud	4	čänä		-ǯi-z		-rbe-r	č				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	hin	3	čänä	čän-i			-d	č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	and	5	č'amč'al	-u-di			-o-l	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	cham	3	erʟʷ	erʟ-u-d			-a-be		e			telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	chamg	3	erʟi	-di			erʟ-ib		e			telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	inh	PL	č'eč'enaba				č'eč'enaba	č'		net Sg, Pl ot formy č'eč'en podborodok		telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	bezht	4	ʟ'aqa		-(li)-s // -(da)-s		-ro	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	bezhh	4	ʟ'aqa		-(li)-s		-ro // -da	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	gunz	4	ʟ'aqa		-li-s		-r	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	tsez	2	č'ič'in		-o-s		-a-bi	č'		=podborodok		telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	gin	3	ʟ'aqa		-s			ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	lak	4	χːinču		-lu-l		-rdu	χː				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	arch	4	čarχ	-li			-um	č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	rutl	4	čana	čani-ji-r			-bɨr	č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	tsah	4	čene			-j-ɨ-s	-bɨ	č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	tsahg	4	čene					č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	tsahts	4	čene					č				telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	kryz	4	čěnäǯ q'ul		-ɨrdɨ // -ir		-im	č		|podborodka kryshka|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	bud	4	čänä			-ǯi-z	-rbe-r	č		=podborodok		telo (cheloveka, zhivotnogo)	golova i sheja	
14	cheljust'	hin	3	čänä	čän-i			-d	č		=podborodok		telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	and	5	mic'ːi	-llo-di			mic'ː-adu-l	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	cham	3	mis'	-i-d			-a-be	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	chamg	3	mic'i	-di			mic'-ib	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	inh	3	mɨc		-no-s		-no-bo	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	bezht	3	mic		-a-s		-ala	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	bezhh	3	mic		-a-s // -li-s		-a	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	gunz	3	mɨc		-a-s		-la	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	tsez	3	mec		-re-s		NA	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	gin	3	mec		-ro-s			m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	lak	3	maz		-ra-l		-ru	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	arch	3	mac	-li			-mul	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	rutl	3	miz	-i-r			-bɨr	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	tsah	3	miz			-e-s	-eː-r	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	tsahg	3	miz					m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	tsahts	3	miz					m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	kryz	3	mez		-il // miz		-ri	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	bud	3	mäz || mez			mäz-ili-z	mäz-ri	m				telo (cheloveka, zhivotnogo)	golova i sheja	
15	jazyk	hin	3	mic'	-i			-ɨrdɨr // -i-bir	m				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	and	5	tomil	-u-di			-o-l	t				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	cham	3	tama	tam-u-d			tam-e	t				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	chamg	3	tama	tam-a-di // tam-i-di			tam-ib	t				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	inh	3	zɨmor		-a-s		-a-ba	z				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	bezht	3	č'imät'ö		č'imät'-ä-š		č'imät'-ä	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	bezhh	3	c'imac'		-li-s		-ba	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	gunz	3	č'emat'		-a-s		-a	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	tsez	3	cemori		cemor-a-s		cemor-bi	c				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	gin	4	somore		-s			s				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	lak	4	sina		sin-tːu-l		sin-tːu	s				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	arch	4	sana	-li			-tːu	s				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	rutl	4	xamx	-ɨ-r			-bɨr	x				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	tsah	4	damaʁ			-ɨ-s	-bɨ	d				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	tsahg	4	mizaq'um					m		|k jazyku blizkoe|		telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	tsahts	4	damaʁ					d				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	kryz	4	dij		-il		-ri	d				telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	bud	3	silimbi jək					s		|zubov mjaso|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
16	desna	hin	3	izin	-i			-dir		i			telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	and	4	sol	-ul-di			-ibo-l	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	cham	5	salʷ	-d // sal-u-d			sal-e	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	chamg	5	suj	-di			su-bi // su-bib	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	inh	5	sɨl		-a-s		-a-ba	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	bezht	4	sila		-li-s		-ro	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	bezhh	4	sila		-(li)-s		-ro // -da	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	gunz	4	sɨlɵ		sɨl-a-s		-wa	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	tsez	2	k'icu		k'ic-a-s		k'ic-a-bi	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	gin	4	k'eču		k'eč-a-s			k'				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	lak	4	kːʷarčːi		kːʷarčː-u-l		kːʷarčː-iː	kːʷ				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	arch	4	sot	-li			sotː-or	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	rutl	4	sɨs	-ɨ-r			sɨl-abɨr	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	tsah	4	sili			sil-iː-s	-bɨ	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	tsahg	4	sili					s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	tsahts	4	sili					s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	kryz	4	sil		-i // sil		-im	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	bud	4	sil			-i-z	-ime-r	s				telo (cheloveka, zhivotnogo)	golova i sheja	
17	zub	hin	4	culoz	-i			-ɨr // -ɨrdɨr	c				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	and	4	siɢi	-llo-di			-l	s				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	cham	3	koža	kož-u-d			-be	k				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	chamg	3	χanχa	χanχ-i-di // χanχ-a-di			χanχ-ib	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	inh	5	kožu		kož-a-s		-bo	k				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	bezht	5	gäžö		-dä // -li-š		-dä	g				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	bezhh	5	gäžö		-li-s		-dä	g				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	gunz	5	k'ɵcu		k'ɵc-a-s		-wa	k'		u cheloveka		telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	gunz	5	gɵ̃žu		gɵ̃ž-a-s		-wa	g		u sobaki		telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	tsez	2	k'et'us k'icu					k		|koshachij zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	gin	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	lak	3	χːut'i		χːut'-u-l		χːut'-iː	χː				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	arch	4	sot	-li			sotː-or	s		=zub		telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	rutl	3	vɨgɨn	vɨgn-a-r			vɨgɨm-bɨr	v				telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	tsah	4	azɨ || azu			azɨ-j-ɨ-s	azɨ-bɨ		a			telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	tsahg	4	azu						a			telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	tsahts	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	kryz	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	bud	4	sil			-i-z	-ime-r	s		=zub		telo (cheloveka, zhivotnogo)	golova i sheja	
18	klyk	hin	4	culoz	-i			-ɨr // -ɨrdɨr	c		=zub		telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	and	5	guži	-llo-di // -l-di			-bo-l	g				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	cham	5	χʷabaʟ salʷ					χʷ		|mel'nichnyj zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	chamg	5	χobaʟal suj					χ		|mel'nichnyj zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	inh	5	ʁʷlẽs sɨl					ʁʷ		|sobachij zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	bezht	NA	rüq'ö sila					r		|bol'shoj zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	bezhh	5	χag		-li-s		-i-na	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	gunz	5	χɵʁin		-a-s		-a	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	tsez	2	gažu		-s		-bi	g				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	gin	2	gažu		-s			g				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	lak	3	t'u1j		-lu-l		-rtːu	t'				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	arch	4	ga1nži	-li			-tːu	g				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	rutl	4	ʁʷabad sɨs					ʁʷ		|kornja zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	tsahts	4	xajɨkin sili					x		|xajɨkin + zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	tut u KK opechatka: idut jazyki TsAHM (chto eto??), TsAHG, TsAH, hotja porjadok dolzhen byt' TsAH, TsAHG, TsAHTs
19	korennoj zub	tsahg	4	kokakin sili					k		|kokakin + zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	tsah	4	azɨ						a	=klyk		telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	kryz	4	saχ		-il		-ri	s				telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	bud	3	azu			-ǯɨ-z	-rbe-r		a			telo (cheloveka, zhivotnogo)	golova i sheja	
19	korennoj zub	hin	4	aːǯi culoz						aː	|gor'kij zub|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	and	5	q'ʷanq'ʷa	-llo-di // q'ʷanq'ʷ-u-di			q'ʷanq'ʷ-ibo-l	q'ʷ				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	cham	3	q'ũq'a	q'ũq'-a-d			-be	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	chamg	3	q'unq'aʟi	-di			q'unq'aʟ-ib	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	inh	4	q'ir-baji		-s		-bo	q'			1	telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	bezht	3	q'asq'at'o		-s		-wa	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	bezhh	3	q'asq'at'o		-(li)-s		-wa	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	gunz	3	qarqač'u		qarqač'-a-s		qarqač'-ar	q				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsez	3	ba1ja		-s		-bi	b		traheja		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsez	4	ba1james t'aʜu					b		gortan'	1	telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	gin	4	k'es		-mo-s			k'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	lak	3	q'aq'ari		q'aq'ar-tːu-l		q'aq'ar-tːu	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	arch	3	hanq'	-li			NA	h				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	rutl	3	buʁaz	-a-r			-bɨr	b				telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	rutl	3	q'arχan	-a-r			q'arχam-bɨr	q'		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	rutl	3	q'aq'arag	-a-r			NA	q'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsah	3	buʁaz			-ɨ-s	-bɨ	b		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsah	3	k'arχam			-ɨ-s	-mɨ	k'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsahg	3	buʁaz					b		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsahg	3	k'arχam					k'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsahts	3	buʁaz					b		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	tsahts	3	k'arχam					k'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	kryz	3	gäli		-ǯi		gal-ar	g		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	kryz	3	χulut'		-ǯi		χult'-im	χ		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	bud	3	golu			-ǯɨ-z	-rbe-r	g		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	bud	3	q'ult'uχum			-ǯɨ-z	-ər	q'		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	hin	3	χurt'um	-i			-ɨrdɨr	χ		glotka		telo (cheloveka, zhivotnogo)	golova i sheja	
20	gorlo	hin	3	buʁaz	-i			-ɨrdɨr	b		gortan'		telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	and	5	šeq'e	šeq'-illo-di			NA	š				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	cham	3	q'ũq'aʟ k'oč'					q'		|gorla vystup|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	cham	5	q'ũq'aʟ k'oč'					q'		|gorla vystup|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	chamg	3	q'unq'aʟiʟ k'oč'u					q'		|gorla vystup|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	inh	4	qorčin		-o-s		-o-bo	q		=hrjasch		telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	bezht	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	bezhh	4	rislis q'öš		-li-s		-lä	r		|shei vystup|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	gunz	4	q'uč'i		-lɵ-s		-ja	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	tsez	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	gin	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	lak	3	q1ut'		-li-l		-ru	q1				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	arch	4	gurq'1i	-li			-tːu	g				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	rutl	3	buʁazad t'ur					b		|gorla suk|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	tsah	3	χɨrt'am			-ɨ-s	-bɨ	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	tsahg	3	χɨrt'am					χ				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	tsahts	3	hɨrq'1um					h				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	kryz	4	χult'um		-ǯi		-bi	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	bud	3	ulʁum			-ǯɨ-z	-ber		u			telo (cheloveka, zhivotnogo)	golova i sheja	
21	kadyk	hin	4	ulʁum	-i			-ɨrdɨr		u			telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	and	5	garu	gar-do-di			gar-d-obi-l	g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	cham	5	ǯajʟʷ	ǯajʟ-u-d			-be	ǯ				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	chamg	3	ǯaru	-di			ǯar-abi	ǯ				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	inh	3	muč'		-o-s		-bo	m				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	bezht	3	boɬo		-li-s // biɬ-a-s		-ra // -da	b				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	bezhh	3	boɬo		-li-s		-ra	b				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	gunz	3	bolo		bol-a-s		-wa	b				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	tsez	3	meč'		-o-s		-bi	m				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	gin	3	moc'		-a-s			m				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	lak	4	sːursːu		-lu-l		-rdi	sː				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	arch	4	o1č'-lekːi						o1	|vorotnik + kost'|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	rutl	3	gardan	-a-r			gardam-bɨr	g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	tsah	3	gardan			-ɨ-s	gardam-mɨ	g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	tsahg	3	gardan					g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	tsahts	3	gardan					g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	kryz	3	gardan		-ä		-bi	g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	bud	4	gərdən			-ǯɨ-z	gərdəm-be-r	g				telo (cheloveka, zhivotnogo)	golova i sheja	
22	sheja	hin	3	gardan	-i			-dɨr	g				telo (cheloveka, zhivotnogo)	golova i sheja	
23	telo	and	5	gumugi	gumug-u-di			gumug-obi-l	g				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	and	5	laga	-llo-di			lag-ibo-l	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	and	5	q'arq'ala	q'arq'al-u-di			NA	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	cham	3	laga	-d			NA	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	cham	3	q'arq'ala	-d			NA	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	chamg	3	čerχi	-di			čerχ-ib	č				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	chamg	3	q'arq'ala	q'arq'al-i-di			q'arq'al-ib // q'arq'ar-dir	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	chamg	3	laga	-di			lag-ib	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	inh	3	laga		-s		-ba	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	bezht	3	maʁo		-li-s // -da-s		-ra // -da	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	bezhh	3	maʁo		-li-s		-da	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	bezhh	3	q'arq'ala		-s		-ro	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	gunz	3	q'arq'ala		-li-s		-r	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	tsez	3	laga		-s		-bi	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	gin	3	laga		lag-i-š			l				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	lak	3	čurχ		čurχː-a-l		-ru	č				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	arch	3	q'arq'ala	q'arq'al-li			q'arq'al-lu	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	rutl	4	ǯan	ǯen-di-r			ǯam-bɨr	ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	rutl	4	beden	-e-r			NA	b				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	tsah	4	ǯandak			-ɨ-s	-bɨ	ǯ		trup		telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	tsahg	4	ǯan					ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	tsahts	4	ǯan					ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	kryz	4	ǯěndäk		-ǯi		-är	ǯ		=tusha		telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	kryz	4	tän		-ǯi		-ib	t				telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	bud	4	andam			-ǯɨ-z	-ər		a			telo (cheloveka, zhivotnogo)	telo i tulovische	
23	telo	hin	4	bädän	-i			-dir	b				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	and	5	q'ujlo	-llo-di			-l	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	cham	3	q'ula	q'ul-u-d			-be	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	chamg	3	q'ula	q'ul-a-di // q'ul-i-di			q'ul-ib	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	inh	3	q'ulaʕi		-s		-bo	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	bezht	3	qamala		qamal-i-s // qamala-(li)-s		-ro	q				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	bezhh	3	qamala		-li-s		-ro	q				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	gunz	4	qamala		-li-s		-r	q				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	tsez	3	q'ʷ1alaʕi		-s		-bi	q'ʷ				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	gin	3	q'ʷarq'ʷala		-s			q'ʷ				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	lak	3	χːanχːa		χːanχ-lu-l		χːanχ-ri	χː				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	arch	3	χːamχːi	-li			χːamχ-du	χː		tusha barana		telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	rutl	4	laš	-alɨ-r			-bɨr	l				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	tsah	4	lašːaǧ			-ɨ-s	-bɨ	l		pavshaja skotina		telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	tsahg	4	lašːag					l				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	tsahts	4	ǯandak					ǯ		tusha krupnogo rogatogo skota, =trup		telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	tsahts	4	lašːag					l		tusha melkogo rogatogo skota		telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	kryz	4	ǯěndäk		-ǯi		-är	ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	bud	4	ǯendek			-ǯi-z	-er	ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
24	tusha	hin	4	ǯandak	-i			-ɨrdɨr	ǯ				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	and	5	miʁul	-u-di			-o-l	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	cham	5	beq'uʟ	-u-d // -a-d			-be	b				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	chamg	3	q'oj	-di			q'o-bi // q'oj-bi	q'				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	chamg	3	beq'uʟal	-di			beq'uʟa-dir // beq'uʟa-bi	b				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	chamg	5	beq'uʟal	-di			beq'uʟa-dir // beq'uʟa-bi	b				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	inh	5	gugu		gug-ga-s		-bo	g				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	bezht	3	miqaro		miqar-a-s		-wa	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	bezhh	3	miqaro		miqar-a-s		miqar-a-ro	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	gunz	3	mɨqər		-a-s		-a	m				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	tsez	2	gugu		gug-ja-s		gugi-ja-bi	g				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	gin	3	moqoli		-š			m				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	lak	4	tːilik'		-ra-l		-ru	tː		=pechen'		telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	arch	4	sːon	-ni			-ot	sː				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	rutl	4	jɨq'1	-a-r			-bɨr	j				telo (cheloveka, zhivotnogo)	telo i tulovische	
25	spina	tsah	PL	dalɨ-bɨ					d				telo (cheloveka, zhivotnogo)	telo i tulovische	ne berem?
